age,gender,height,weight,bmi,activity_level,goal,exercise_frequency,target_calories
48,male,180.3,73.4,22.58,moderate,build_muscle,4,2913
24,male,156.1,81.4,33.41,active,build_muscle,6,3372
66,female,146.9,72.9,33.78,sedentary,build_muscle,0,1659
38,female,171.3,52.2,17.79,moderate,lose,4,1660
22,female,166.2,66.0,23.89,sedentary,build_muscle,1,2005
57,male,176.1,66.5,21.44,moderate,gain,3,2720
57,female,165.3,55.7,20.38,active,gain,5,2477
55,female,164.2,67.8,25.15,moderate,lose,3,1636
40,female,160.9,47.5,18.35,light,lose,1,1200
26,male,172.8,88.9,29.77,very_active,gain,6,4026
27,male,171.0,58.6,20.04,light,build_muscle,3,2461
21,male,177.2,100.0,31.85,moderate,lose,4,2809
68,male,181.0,83.7,25.55,light,gain,2,2675
55,female,157.2,59.0,23.88,light,lose,1,1200
49,male,180.0,76.2,23.52,sedentary,lose,0,1529
48,male,174.1,44.0,14.52,light,gain,1,2110
41,male,184.8,88.2,25.83,moderate,lose,4,2539
58,male,164.3,64.6,23.93,sedentary,lose,0,1210
64,female,167.8,72.8,25.86,sedentary,lose,0,1200
24,female,173.4,65.2,21.68,light,gain,1,2373
33,female,167.1,55.7,19.95,sedentary,maintain,1,1590
25,male,187.2,99.3,28.34,moderate,lose,4,2846
58,female,157.2,63.1,25.53,moderate,lose,5,1538
68,female,166.1,69.7,25.26,moderate,lose,3,1623
31,female,148.2,60.3,27.45,moderate,maintain,3,1925
66,female,171.6,50.6,17.18,light,maintain,1,1516
63,female,169.1,75.0,26.23,moderate,maintain,5,2227
31,male,177.0,84.6,27.0,active,lose,5,2804
41,male,179.5,75.8,23.53,moderate,lose,5,2344
32,female,156.2,56.8,23.28,moderate,maintain,4,2006
38,female,165.8,62.6,22.77,light,lose,1,1396
23,female,160.7,75.5,29.24,light,lose,2,1674
41,male,174.4,84.4,27.75,sedentary,lose,1,1671
30,female,156.2,42.0,17.21,very_active,gain,7,2631
36,female,161.5,71.4,27.37,light,maintain,3,1951
48,male,162.3,43.7,16.59,very_active,build_muscle,5,2745
32,female,174.5,43.8,14.38,moderate,gain,4,2356
68,female,174.6,73.9,24.24,light,build_muscle,2,2157
41,male,184.5,93.0,27.32,light,gain,2,3064
39,female,164.1,74.4,27.63,moderate,gain,5,2686
54,male,174.3,82.5,27.16,sedentary,build_muscle,1,2187
42,female,165.0,73.5,27.0,light,lose,1,1461
23,female,178.7,70.8,22.17,sedentary,build_muscle,1,2190
29,male,181.5,103.2,31.33,light,lose,2,2399
41,male,173.4,68.1,22.65,active,maintain,4,2837
26,male,167.1,72.6,26.0,sedentary,build_muscle,0,2241
63,female,166.5,59.7,21.54,moderate,lose,3,1438
35,female,169.4,95.3,33.21,light,build_muscle,3,2674
47,female,155.0,60.0,24.97,sedentary,maintain,1,1445
62,female,169.8,46.7,16.2,light,build_muscle,1,1720
47,female,165.2,50.9,18.65,moderate,lose,5,1535
33,male,179.5,71.0,22.04,active,maintain,6,3141
49,male,169.8,57.3,19.87,sedentary,lose,0,1254
44,female,157.9,65.5,26.27,light,maintain,1,1735
42,female,155.0,56.8,23.64,sedentary,lose,1,1200
63,male,182.2,70.2,21.15,moderate,maintain,3,2522
26,female,168.1,54.2,19.18,sedentary,build_muscle,0,1817
36,male,185.4,91.0,26.47,sedentary,gain,0,2614
29,female,159.4,63.6,25.03,moderate,lose,5,1790
58,male,180.3,58.8,18.09,moderate,build_muscle,4,2592
21,male,167.9,79.1,28.06,active,lose,4,2633
23,male,177.9,76.3,24.11,sedentary,build_muscle,0,2381
64,male,192.3,82.7,22.36,sedentary,lose,0,1638
52,male,169.3,84.4,29.45,sedentary,lose,1,1578
18,female,169.3,53.6,18.7,sedentary,build_muscle,1,1922
22,male,182.2,67.2,20.24,moderate,maintain,3,2734
34,male,162.2,93.0,35.35,very_active,gain,7,3963
39,male,182.1,95.6,28.83,moderate,build_muscle,5,3345
42,female,163.7,44.9,16.76,light,gain,1,1895
19,male,163.3,57.5,21.56,light,gain,1,2446
49,female,161.3,61.2,23.52,sedentary,lose,1,1200
26,female,161.2,78.6,30.25,moderate,maintain,4,2452
32,male,170.7,82.7,28.38,sedentary,maintain,0,2061
56,male,182.8,64.7,19.36,sedentary,maintain,0,1827
21,male,173.8,71.2,23.57,sedentary,lose,0,1573
50,male,187.3,85.9,24.49,light,gain,1,2796
36,female,167.4,42.0,14.99,sedentary,build_muscle,1,1593
41,male,172.1,80.7,27.25,light,maintain,3,2400
19,female,164.7,63.9,23.56,sedentary,build_muscle,1,1943
53,male,175.1,66.1,21.56,light,maintain,2,2089
26,female,159.9,61.4,24.01,active,lose,6,2019
49,female,157.0,69.4,28.16,light,gain,2,2115
44,male,176.8,106.5,34.07,sedentary,build_muscle,0,2524
66,male,170.3,79.9,27.55,active,gain,6,3201
62,female,153.4,73.1,31.06,light,lose,2,1308
41,male,167.8,61.7,21.91,moderate,maintain,4,2346
34,male,164.2,76.3,28.3,moderate,lose,3,2219
59,male,174.1,63.6,20.98,moderate,build_muscle,3,2555
28,female,162.5,67.0,25.37,light,build_muscle,3,2235
55,female,160.4,73.6,28.61,active,gain,4,2772
27,female,168.8,62.1,21.79,moderate,gain,3,2618
49,male,179.0,76.0,23.72,moderate,maintain,5,2706
41,male,184.2,78.7,23.2,light,maintain,1,2442
54,female,164.8,56.5,20.8,sedentary,lose,0,1200
46,female,178.1,52.2,16.46,active,lose,5,1836
42,male,178.1,79.3,25.0,sedentary,lose,1,1619
35,male,172.7,76.0,25.48,moderate,build_muscle,3,2938
51,male,178.0,63.8,20.14,light,build_muscle,2,2419
56,female,159.7,53.4,20.94,active,build_muscle,4,2287
60,female,155.3,72.0,29.85,very_active,build_muscle,5,2832
64,female,163.3,75.8,28.42,sedentary,lose,1,1200
41,male,164.4,81.9,30.3,active,maintain,6,3089
19,female,181.9,48.1,14.54,very_active,gain,7,3130
32,female,157.5,56.1,22.62,moderate,lose,4,1665
60,female,156.8,77.9,31.68,moderate,lose,3,1607
51,male,186.0,60.0,17.34,moderate,lose,4,2043
28,female,157.3,84.8,34.27,light,maintain,1,2086
28,male,176.2,56.9,18.33,sedentary,maintain,0,1885
67,female,176.6,59.7,19.14,moderate,build_muscle,5,2347
60,male,182.5,88.1,26.45,moderate,lose,5,2389
59,male,180.9,60.2,18.4,moderate,gain,5,2825
32,female,163.6,68.4,25.56,sedentary,lose,0,1212
26,female,159.5,79.5,31.25,moderate,lose,3,1912
42,male,183.0,74.6,22.28,light,gain,1,2654
24,male,174.7,63.2,20.71,light,lose,2,1859
49,male,174.1,69.4,22.9,light,gain,3,2605
35,male,177.5,96.4,30.6,light,build_muscle,2,2936
63,female,165.4,62.2,22.74,active,lose,6,1809
62,male,188.6,73.4,20.64,moderate,build_muscle,5,2838
37,female,173.2,61.4,20.47,active,build_muscle,6,2761
40,female,167.6,63.5,22.61,light,lose,3,1437
62,male,181.0,65.8,20.08,sedentary,gain,0,2163
59,female,154.1,66.1,27.84,moderate,lose,3,1482
31,male,177.8,67.9,21.48,moderate,lose,5,2317
42,male,184.4,89.1,26.2,active,build_muscle,4,3550
48,female,164.0,66.3,24.65,very_active,gain,7,3022
33,female,164.6,71.0,26.21,light,gain,1,2333
67,female,158.5,44.7,17.79,moderate,gain,5,1948
41,female,169.7,68.5,23.79,sedentary,maintain,0,1657
55,male,166.6,68.5,24.68,light,gain,3,2474
37,female,170.3,58.5,20.17,sedentary,build_muscle,0,1807
62,female,171.9,64.7,21.9,light,build_muscle,2,2101
66,male,182.0,76.6,23.13,active,lose,6,2392
18,male,162.5,68.1,25.79,sedentary,lose,0,1475
66,female,160.5,93.0,36.1,light,lose,3,1659
45,male,187.6,73.3,20.83,sedentary,lose,1,1587
62,female,156.6,53.7,21.9,very_active,maintain,7,2301
62,male,188.0,90.0,25.46,sedentary,lose,1,1724
56,male,171.6,59.5,20.21,light,gain,2,2320
53,male,175.8,88.7,28.7,active,maintain,4,3166
52,male,171.9,81.2,27.48,light,maintain,3,2395
63,male,167.9,89.7,31.82,active,maintain,5,3011
42,female,157.5,77.8,31.36,sedentary,lose,0,1227
22,female,161.6,67.2,25.73,active,gain,4,2941
24,male,171.8,51.5,17.45,light,lose,1,1676
51,male,175.1,65.0,21.2,active,maintain,6,2761
53,female,170.4,62.3,21.46,sedentary,lose,1,1200
40,male,180.2,57.6,17.74,moderate,maintain,4,2458
61,male,176.6,68.5,21.96,sedentary,lose,1,1370
64,male,171.1,66.4,22.68,moderate,gain,4,2683
47,female,158.7,54.2,21.52,light,build_muscle,1,1849
58,female,173.7,42.2,13.99,light,lose,1,1200
23,male,173.6,78.3,25.98,moderate,maintain,4,2875
45,male,167.8,48.9,17.37,sedentary,maintain,0,1541
63,male,182.2,61.7,18.59,light,build_muscle,3,2363
56,male,171.4,78.5,26.72,active,gain,4,3233
50,male,182.8,73.5,22.0,light,lose,1,1839
61,female,163.0,76.7,28.87,moderate,lose,4,1708
65,male,176.7,67.2,21.52,active,build_muscle,6,2947
47,male,188.1,60.2,17.01,sedentary,lose,1,1427
40,male,182.6,82.4,24.71,light,lose,2,2040
23,male,159.2,70.9,27.97,light,build_muscle,1,2505
48,male,185.7,67.3,19.52,light,lose,2,1836
46,male,171.2,64.4,21.97,sedentary,gain,0,2092
25,male,188.5,77.4,21.78,light,gain,1,2913
60,male,178.9,90.1,28.15,moderate,lose,4,2322
38,male,176.6,76.2,24.43,light,gain,3,2705
26,female,165.6,66.3,24.18,sedentary,lose,0,1241
45,female,157.9,80.8,32.41,light,lose,2,1549
66,male,166.0,83.8,30.41,moderate,lose,4,2101
60,male,160.1,79.7,31.09,moderate,build_muscle,5,2733
30,male,186.7,75.2,21.57,moderate,lose,3,2382
27,male,179.7,59.9,18.55,sedentary,lose,1,1517
62,female,159.6,57.1,22.42,light,maintain,3,1604
35,male,177.2,55.6,17.71,moderate,lose,3,2033
20,male,187.8,76.1,21.58,light,lose,2,2163
34,male,174.0,87.7,28.97,light,lose,1,2049
39,male,166.7,94.2,33.9,moderate,maintain,5,2920
55,male,184.4,55.7,16.38,sedentary,gain,0,2126
55,male,192.3,70.7,19.12,active,lose,5,2564
37,female,161.8,57.9,22.12,sedentary,gain,0,1739
30,male,165.0,86.1,31.63,active,gain,6,3647
58,female,160.7,58.1,22.5,sedentary,maintain,0,1286
56,male,172.8,109.6,36.7,light,build_muscle,1,2914
49,female,152.6,54.1,23.23,very_active,lose,7,1799
53,female,164.3,52.1,19.3,light,lose,1,1200
68,male,171.3,60.7,20.69,moderate,lose,3,1733
63,female,162.6,68.5,25.91,sedentary,maintain,1,1525
26,female,164.0,60.5,22.49,moderate,lose,3,1792
18,male,169.3,61.2,21.35,very_active,lose,7,2827
44,male,171.8,84.7,28.7,very_active,maintain,5,3398
32,female,162.3,54.2,20.58,light,lose,3,1414
64,male,174.2,75.7,24.95,moderate,build_muscle,5,2763
46,male,177.2,86.1,27.42,moderate,build_muscle,4,3107
41,female,167.2,70.5,25.22,light,maintain,1,1970
54,male,163.1,77.3,29.06,moderate,lose,3,2071
22,male,166.3,84.5,30.55,light,maintain,2,2546
64,male,163.3,72.5,27.19,active,maintain,5,2630
66,male,178.6,90.7,28.43,sedentary,gain,1,2351
58,male,164.5,62.5,23.1,sedentary,gain,1,2036
48,male,173.3,77.7,25.87,active,lose,5,2455
33,male,187.5,82.9,23.58,moderate,lose,3,2532
27,female,166.5,70.8,25.54,sedentary,lose,1,1328
32,female,172.4,55.1,18.54,moderate,gain,3,2375
24,male,177.3,86.2,27.42,sedentary,lose,1,1803
20,male,172.0,71.0,24.0,light,maintain,3,2363
57,female,169.7,67.2,23.33,sedentary,build_muscle,1,1799
63,female,166.7,44.5,16.01,active,build_muscle,6,2216
64,female,166.2,71.7,25.96,active,lose,5,1832
27,female,182.1,82.2,24.79,sedentary,lose,1,1542
56,female,163.3,65.7,24.64,active,gain,4,2593
44,female,154.7,58.8,24.57,light,maintain,1,1615
51,female,169.1,48.1,16.82,moderate,gain,3,2169
18,female,166.9,83.5,29.98,light,maintain,1,2283
41,female,161.8,75.8,28.95,active,lose,4,2053
33,female,164.2,70.6,26.19,moderate,lose,5,1895
62,male,168.5,88.2,31.06,moderate,gain,3,2974
56,female,164.2,61.0,22.62,light,lose,1,1294
27,female,164.0,64.2,23.87,sedentary,maintain,1,1641
44,female,161.7,51.3,19.62,moderate,lose,3,1466
56,male,189.7,76.1,21.15,sedentary,build_muscle,1,2250
54,female,152.0,62.8,27.18,light,lose,1,1200
65,male,173.0,80.3,26.83,sedentary,lose,0,1474
48,female,159.1,77.5,30.62,active,lose,5,2072
24,male,171.8,91.6,31.03,active,lose,5,2981
52,male,180.3,81.6,25.1,sedentary,build_muscle,0,2228
33,male,172.4,71.7,24.12,moderate,maintain,4,2769
21,male,168.4,104.6,36.88,sedentary,lose,1,2023
66,female,160.9,55.0,21.24,sedentary,gain,1,1683
65,female,154.7,62.7,26.2,moderate,lose,4,1337
36,male,178.3,86.4,27.18,sedentary,maintain,0,2209
61,male,168.2,57.7,20.4,sedentary,build_muscle,1,1861
41,female,164.2,44.4,16.47,sedentary,gain,1,1652
31,male,186.9,75.7,21.67,very_active,maintain,6,3588
53,female,163.7,76.2,28.44,active,maintain,5,2473
28,female,166.8,60.4,21.71,light,lose,1,1485
34,female,167.8,93.4,33.17,moderate,maintain,3,2657
54,male,168.4,76.9,27.12,light,maintain,3,2261
50,female,161.2,78.2,30.09,light,gain,3,2279
34,female,178.5,42.0,13.18,sedentary,build_muscle,0,1694
27,male,170.0,82.5,28.55,sedentary,lose,0,1636
42,male,184.4,62.3,18.32,light,maintain,3,2296
29,male,170.7,72.7,24.95,active,gain,4,3265
39,female,168.9,67.0,23.49,moderate,lose,5,1820
52,male,177.0,84.2,26.88,moderate,lose,3,2312
21,female,169.1,58.9,20.6,light,maintain,1,1934
35,female,164.5,62.9,23.24,sedentary,lose,0,1200
63,female,156.0,66.4,27.28,sedentary,build_muscle,0,1653
39,female,160.3,72.0,28.02,sedentary,build_muscle,1,1917
52,female,161.4,57.0,21.88,moderate,lose,5,1461
22,male,169.6,73.1,25.41,sedentary,gain,1,2363
27,male,190.8,57.7,15.85,light,lose,3,1874
46,male,181.4,100.0,30.39,moderate,maintain,5,3109
20,male,180.4,111.4,34.23,light,maintain,1,2967
30,male,172.7,92.8,31.11,sedentary,build_muscle,0,2477
37,female,148.9,62.7,28.28,moderate,maintain,4,1990
51,female,166.4,72.8,26.29,active,maintain,5,2502
53,male,167.7,66.9,23.79,light,build_muscle,3,2337
23,male,165.7,78.1,28.45,moderate,maintain,4,2770
49,male,176.0,57.8,18.66,light,maintain,3,2074
44,female,162.1,67.5,25.69,moderate,lose,4,1775
40,male,193.4,70.2,18.77,light,build_muscle,3,2722
68,female,156.1,64.5,26.47,active,lose,5,1685
18,male,182.7,68.1,20.4,sedentary,lose,1,1693
39,female,155.9,69.9,28.76,light,maintain,2,1921
57,male,166.7,56.8,20.44,active,maintain,4,2466
43,male,173.0,88.9,29.7,light,lose,1,1981
58,male,168.9,70.0,24.54,moderate,build_muscle,5,2721
23,male,181.9,78.0,23.57,moderate,lose,5,2527
54,male,166.3,90.4,32.69,sedentary,maintain,1,2069
37,male,186.7,84.6,24.27,moderate,build_muscle,4,3294
60,female,165.8,64.5,23.46,sedentary,lose,0,1200
24,male,187.8,82.4,23.36,sedentary,lose,1,1866
43,male,187.5,89.7,25.51,light,maintain,3,2708
38,female,167.9,55.0,19.51,sedentary,lose,0,1200
25,male,201.2,69.8,17.24,light,maintain,3,2671
25,female,163.3,63.9,23.96,sedentary,maintain,0,1656
41,male,180.2,82.0,25.25,light,lose,3,2050
48,female,159.6,64.5,25.32,moderate,gain,4,2429
45,female,155.9,62.1,25.55,sedentary,lose,1,1200
28,female,162.2,70.5,26.8,light,build_muscle,2,2186
38,female,156.1,52.5,21.55,light,maintain,2,1703
28,female,155.3,84.3,34.95,light,maintain,3,2128
43,female,167.3,64.3,22.97,light,gain,2,2226
41,female,167.9,68.9,24.44,sedentary,gain,1,2056
47,male,169.6,71.3,24.79,sedentary,lose,1,1402
53,male,170.2,72.9,25.17,active,build_muscle,4,3081
61,female,163.2,53.4,20.05,light,lose,2,1200
25,female,163.2,67.8,25.46,light,lose,3,1612
36,male,189.9,78.5,21.77,moderate,lose,4,2461
20,female,176.1,82.5,26.6,sedentary,maintain,0,1950
24,female,166.5,53.0,19.12,light,lose,2,1357
49,female,168.2,54.6,19.3,moderate,maintain,5,1999
41,male,179.4,73.7,22.9,sedentary,build_muscle,0,2264
32,female,166.8,66.4,23.87,active,lose,6,2170
62,male,180.2,68.6,21.13,moderate,lose,4,2054
35,female,165.8,55.1,20.04,moderate,lose,4,1554
66,male,162.5,63.2,23.93,active,maintain,6,2522
60,female,169.0,54.1,18.94,moderate,maintain,3,1868
67,female,162.2,67.4,25.62,moderate,build_muscle,5,2231
22,male,163.4,80.5,30.15,sedentary,lose,1,1648
49,male,180.3,81.4,25.04,moderate,maintain,4,2778
59,female,157.0,70.4,28.56,active,lose,5,1880
46,female,168.7,53.3,18.73,moderate,lose,4,1497
27,male,181.7,70.0,21.2,sedentary,lose,1,1636
35,male,187.6,79.4,22.56,light,lose,3,2157
43,male,180.3,60.5,18.61,sedentary,lose,0,1376
59,male,162.4,96.1,36.44,sedentary,lose,0,1538
51,female,158.2,47.8,19.1,moderate,build_muscle,3,2005
21,male,184.3,65.6,19.31,sedentary,maintain,1,2092
43,female,172.6,56.9,19.1,active,gain,5,2734
28,male,177.6,64.3,20.39,light,maintain,3,2352
65,female,163.1,54.8,20.6,sedentary,lose,0,1200
29,male,171.6,88.5,30.05,very_active,gain,6,4002
22,female,166.8,71.9,25.84,sedentary,lose,1,1426
49,male,182.3,65.5,19.71,sedentary,lose,1,1472
66,male,167.6,79.5,28.3,light,gain,2,2519
65,female,157.8,74.1,29.76,moderate,lose,4,1646
51,female,163.6,66.3,24.77,active,maintain,4,2262
61,female,153.1,61.1,26.07,sedentary,maintain,0,1312
19,female,159.7,63.6,24.94,very_active,lose,7,2471
30,male,182.8,69.9,20.92,sedentary,lose,1,1692
34,male,174.7,86.2,28.24,light,maintain,2,2512
30,female,171.2,66.4,22.65,light,maintain,2,2039
36,female,154.3,64.1,26.92,active,lose,6,1944
51,male,186.9,72.2,20.67,moderate,lose,4,2259
20,female,165.3,67.2,24.59,sedentary,maintain,0,1797
40,female,162.9,62.7,23.63,light,lose,2,1395
23,male,166.8,74.3,26.71,moderate,maintain,3,2683
32,female,178.9,68.1,21.28,sedentary,gain,1,2078
34,male,185.8,91.4,26.48,sedentary,maintain,1,2305
61,male,176.7,66.2,21.2,light,lose,2,1675
52,female,167.6,70.8,25.2,active,lose,6,2118
62,female,156.7,86.7,35.31,moderate,maintain,4,2184
19,female,166.7,65.2,23.46,moderate,lose,3,1879
68,female,163.4,76.2,28.54,sedentary,maintain,1,1638
43,male,181.1,69.0,21.04,moderate,maintain,3,2569
21,male,173.0,113.7,37.99,sedentary,maintain,1,2528
25,male,171.1,74.8,25.55,moderate,lose,3,2234
53,male,175.4,60.8,19.76,sedentary,gain,0,2074
49,male,182.6,69.8,20.93,sedentary,lose,0,1453
33,male,178.6,90.1,28.25,active,maintain,4,3370
29,female,160.4,72.0,27.98,light,build_muscle,3,2242
60,female,157.5,55.1,22.21,moderate,lose,5,1379
48,male,171.9,65.3,22.1,sedentary,maintain,1,1829
43,female,153.5,76.0,32.25,light,build_muscle,1,2170
18,female,164.4,60.5,22.38,moderate,gain,4,2627
40,male,184.7,72.6,21.28,moderate,lose,3,2224
40,male,188.3,89.0,25.1,light,lose,1,2134
59,female,161.8,53.2,20.32,moderate,gain,4,2186
22,female,153.0,76.7,32.77,light,maintain,3,2077
54,male,173.5,61.1,20.3,moderate,lose,5,1903
55,female,178.6,54.7,17.15,sedentary,build_muscle,0,1699
24,male,171.2,62.8,21.43,moderate,lose,3,2172
24,male,174.3,82.5,27.16,active,gain,5,3616
21,male,173.0,71.9,24.02,active,lose,5,2605
38,male,166.5,87.1,31.42,sedentary,maintain,0,2096
34,male,164.0,77.1,28.67,sedentary,gain,1,2367
23,male,162.6,60.1,22.73,moderate,lose,3,1967
41,male,177.6,59.3,18.8,active,lose,6,2343
30,female,147.7,70.1,32.13,light,lose,3,1421
22,male,165.6,82.8,30.19,active,maintain,4,3179
49,male,169.4,78.1,27.22,light,lose,2,1867
42,female,162.2,59.0,22.43,active,build_muscle,4,2491
43,female,161.9,52.8,20.14,active,maintain,5,2153
20,male,172.7,84.6,28.37,light,gain,1,2920
66,female,175.4,51.3,16.67,sedentary,lose,0,1200
22,female,172.0,58.4,19.74,moderate,lose,5,1858
24,male,176.6,91.1,29.21,moderate,maintain,4,3094
19,male,177.7,74.7,23.66,moderate,lose,5,2499
53,male,166.7,63.2,22.74,light,lose,3,1603
53,female,167.9,72.0,25.54,active,build_muscle,5,2723
33,male,181.9,78.0,23.57,sedentary,gain,0,2505
64,male,176.0,80.4,25.96,sedentary,maintain,1,1973
36,male,178.0,85.0,26.83,moderate,gain,3,3251
52,female,166.0,79.5,28.85,active,build_muscle,4,2797
67,female,165.1,42.0,15.41,sedentary,build_muscle,1,1410
21,male,171.3,87.0,29.65,very_active,maintain,5,3678
37,male,180.2,75.5,23.25,light,build_muscle,1,2600
33,male,172.3,58.1,19.57,light,lose,2,1694
37,female,158.2,65.2,26.05,light,maintain,2,1837
42,male,174.2,78.6,25.9,sedentary,lose,1,1538
52,male,173.6,78.5,26.05,active,gain,5,3229
66,female,153.1,53.0,22.61,light,build_muscle,2,1730
24,male,165.6,45.7,16.66,active,lose,6,2107
45,female,154.9,56.7,23.63,light,lose,2,1200
26,male,181.1,84.8,25.86,moderate,lose,3,2514
39,female,161.2,61.7,23.74,light,lose,2,1377
25,male,161.7,69.3,26.5,active,build_muscle,5,3205
19,female,155.7,67.5,27.84,very_active,maintain,7,2892
35,male,178.7,89.1,27.9,very_active,maintain,6,3675
34,female,165.5,58.8,21.47,moderate,lose,5,1712
29,male,171.2,65.7,22.42,moderate,lose,5,2121
21,male,199.7,63.9,16.02,very_active,lose,6,3145
40,male,175.4,88.0,28.6,sedentary,lose,0,1714
54,female,154.0,77.8,32.8,light,maintain,2,1890
39,female,167.9,86.2,30.58,light,build_muscle,2,2447
28,male,171.5,83.9,28.53,sedentary,maintain,0,2082
31,female,155.0,52.5,21.85,moderate,lose,5,1582
22,male,200.1,65.6,16.38,moderate,build_muscle,5,3183
51,male,173.5,81.3,27.01,moderate,maintain,4,2648
30,female,166.0,55.1,20.0,sedentary,lose,1,1200
62,male,182.9,77.2,23.08,active,lose,5,2559
41,male,169.8,61.4,21.3,light,maintain,3,2182
67,male,155.2,92.4,38.36,moderate,maintain,4,2536
38,female,168.3,70.6,24.93,light,lose,2,1514
47,male,165.8,82.6,30.05,light,maintain,2,2316
26,male,186.3,58.0,16.71,sedentary,lose,0,1541
45,female,173.4,56.2,18.69,moderate,gain,3,2436
39,female,154.9,54.7,22.8,very_active,lose,7,2073
58,female,154.8,43.2,18.03,light,maintain,1,1360
64,male,177.8,47.2,14.93,active,lose,4,1850
42,female,159.3,60.1,23.68,moderate,lose,3,1574
37,male,173.5,76.2,25.31,light,maintain,3,2417
42,female,156.9,60.1,24.41,sedentary,build_muscle,0,1723
51,female,160.5,85.3,33.11,light,lose,1,1586
32,female,166.8,69.8,25.09,active,build_muscle,4,2820
60,male,175.4,81.7,26.56,moderate,maintain,3,2688
18,male,179.0,51.9,16.2,light,lose,3,1795
64,female,159.6,64.9,25.48,light,build_muscle,3,1939
45,female,150.0,58.3,25.91,sedentary,lose,0,1200
23,female,162.8,55.2,20.83,sedentary,lose,1,1200
63,male,187.1,65.6,18.74,sedentary,lose,1,1335
53,male,167.3,53.4,19.08,sedentary,maintain,0,1585
61,male,186.6,80.9,23.23,light,lose,2,1961
26,female,167.5,84.3,30.05,very_active,build_muscle,7,3541
53,female,170.3,49.7,17.14,sedentary,gain,1,1712
58,male,170.3,89.0,30.69,very_active,build_muscle,5,3634
68,female,155.7,52.8,21.78,light,lose,1,1200
66,male,176.7,62.5,20.02,light,lose,2,1580
60,female,168.2,75.9,26.83,moderate,gain,4,2617
56,female,158.6,67.2,26.72,light,maintain,2,1806
61,female,167.5,58.5,20.85,light,lose,1,1220
49,female,162.1,53.1,20.21,active,lose,5,1701
67,male,192.1,53.7,14.55,moderate,lose,5,1847
64,male,183.7,77.7,23.03,moderate,lose,4,2190
51,male,165.9,80.0,29.07,very_active,build_muscle,6,3517
36,male,181.6,48.9,14.83,light,lose,3,1647
66,male,177.3,81.6,25.96,light,maintain,1,2228
37,female,172.8,65.4,21.9,moderate,lose,5,1920
26,female,171.6,72.4,24.59,active,lose,6,2292
19,female,176.1,64.9,20.93,moderate,lose,5,2010
68,female,159.3,57.1,22.5,sedentary,lose,0,1200
34,male,186.3,72.7,20.95,light,maintain,1,2453
36,female,161.1,74.4,28.67,sedentary,lose,1,1253
41,female,163.9,45.6,16.97,light,maintain,1,1547
48,female,166.1,48.4,17.54,light,build_muscle,1,1807
53,male,183.8,98.7,29.22,light,lose,1,2109
21,male,184.7,77.1,22.6,light,lose,1,2068
38,male,172.0,59.7,20.18,active,lose,4,2257
38,female,150.5,70.8,31.26,light,maintain,3,1883
24,male,173.1,78.4,26.17,sedentary,lose,0,1670
20,male,183.4,87.4,25.98,moderate,maintain,3,3062
43,female,166.5,63.3,22.83,very_active,gain,7,3056
54,female,169.1,59.4,20.77,light,lose,3,1317
51,female,156.7,55.4,22.56,sedentary,lose,0,1200
18,female,172.5,60.1,20.2,light,build_muscle,1,2269
62,female,167.1,78.6,28.15,light,lose,1,1421
40,male,168.4,58.4,20.59,light,lose,1,1512
36,female,169.1,43.0,15.04,moderate,lose,5,1510
22,male,157.4,70.9,28.62,sedentary,lose,0,1446
51,male,164.4,64.4,23.83,light,gain,3,2337
31,female,151.8,72.5,31.46,very_active,lose,7,2428
27,male,184.3,98.8,29.09,light,build_muscle,1,3090
60,female,172.6,53.8,18.06,moderate,lose,4,1487
67,female,157.0,71.2,28.89,light,maintain,3,1793
28,male,181.1,99.2,30.25,moderate,build_muscle,5,3485
49,female,161.2,55.1,21.2,sedentary,build_muscle,1,1699
67,female,175.6,54.4,17.64,sedentary,maintain,0,1325
41,female,168.0,79.5,28.17,sedentary,maintain,0,1805
41,male,176.2,89.3,28.76,sedentary,lose,1,1717
43,female,173.4,67.6,22.48,light,maintain,3,2039
56,female,150.5,54.4,24.02,light,build_muscle,3,1760
20,male,168.5,89.1,31.38,moderate,gain,3,3334
25,female,160.3,77.7,30.24,sedentary,lose,1,1394
59,male,174.9,74.4,24.32,active,build_muscle,5,3111
51,female,160.4,79.2,30.78,light,gain,1,2285
30,male,180.3,62.3,19.16,moderate,lose,4,2224
29,female,165.6,49.1,17.9,active,lose,6,1814
25,female,158.1,75.0,30.01,moderate,maintain,4,2457
64,male,185.4,85.7,24.93,moderate,lose,3,2307
31,male,170.2,65.0,22.44,active,build_muscle,5,3149
65,male,166.2,76.3,27.62,sedentary,gain,0,2109
26,female,156.4,58.5,23.92,active,lose,4,1896
34,female,168.2,71.6,25.31,light,gain,3,2448
58,female,161.4,56.8,21.8,active,maintain,4,2059
40,female,161.9,52.9,20.18,light,lose,3,1235
23,female,158.2,62.4,24.93,sedentary,lose,0,1200
26,female,161.9,53.5,20.41,moderate,gain,3,2408
62,female,168.2,69.3,24.5,active,lose,5,1896
29,male,186.0,85.5,24.71,light,lose,1,2151
57,female,154.2,66.9,28.14,light,lose,1,1216
48,female,169.8,59.0,20.46,very_active,build_muscle,7,2844
44,male,170.3,80.6,27.79,moderate,maintain,3,2592
54,male,174.6,76.1,24.96,light,build_muscle,1,2449
